sentence,compound,pos,neu,neg,transcript_id
Sorry  a what challenge?,0.0,0.283,0.435,0.283,p45
Another challenge  just not that particular one.,0.0772,0.178,0.822,0.0,p45
Oh  oh  another challenge.,0.0772,0.302,0.698,0.0,p45
Yes.,0.4019,1.0,0.0,0.0,p45
Okay.,0.2263,1.0,0.0,0.0,p45
Um  well let's see  most of the challenges I've seen coming in any sort of team work right involve either internal challenges  something that's coming from within the team  or an external challenge.,0.5046,0.178,0.822,0.0,p45
So I guess if we were to talk about an external challenge  umm  something not involving you know lack of motivation  uhh  it would  uh  let's see.,0.1027,0.123,0.8,0.077,p45
So uh  so my  my freshman year I was involved  uh  I was involved in this organization called tech fair where we basically organized a um a tech expo at the beginning of the uh  beginning of the school year.,0.3182,0.056,0.944,0.0,p45
And I was  again I was  I was able to motivate people towards the end when there was a lot of work happening  a lot of twelve-hour days to get the logistics down before the event.,0.3818,0.069,0.931,0.0,p45
And I guess again there it uh it does come down to really motivating people  um and speaking to their individual you know passions to get them to you know do things which they might not want to and short cut.,0.6565,0.142,0.787,0.071,p45
Excellent.,0.5719,1.0,0.0,0.0,p45
Can you tell me about your greatest weakness and what you're doing to overcome it?,0.34,0.21,0.65,0.14,p45
Um  my greatest weakness I've noticed can be a uh lack of  lack of focus.,-0.296,0.186,0.487,0.327,p45
Especially if I have like a large number of tasks  it's very easy to instead of you know caching away all my other tasks somewhere and focusing on one at a time.,0.7178,0.194,0.806,0.0,p45
It's very easy for me to you know pop one but still have you know like subtasks and the other things I have to do running in my mind.,0.6538,0.165,0.835,0.0,p45
Um  so of late  I've been trying to basically get more organized.,0.0,0.0,1.0,0.0,p45
I've you know had this hypothesis that by using a Google calendar  Google this  Google that  all these other products to try you know serve as fairly intelligent places where I can hash away my uh  my other tasks.,0.4588,0.073,0.927,0.0,p45
It will provide me with something which is very trustworthy that I will trust enough to not what worry about those tasks.,0.8624,0.336,0.664,0.0,p45
Because what usually happens  right  I just write it down on a piece of paper.,0.0,0.0,1.0,0.0,p45
Um I don't trust that I'll be able to find and the risk of forgetting to do something important is  is pretty great to bear.,0.6483,0.268,0.59,0.142,p45
So that  that's been pretty useful so far.,0.7269,0.504,0.496,0.0,p45
I've noticed that I've had an urge sometimes to think about other things I have to do  but I just remind myself that wait wait you wrote that down there.,0.0,0.0,1.0,0.0,p45
You probably knew what you were doing  so don't worry about that.,0.3988,0.196,0.804,0.0,p45
There's a supervisor which is yourself taking care of your other tasks.,0.4939,0.225,0.775,0.0,p45
Ah  that makes sense.,0.0,0.0,1.0,0.0,p45
So uh think about a job you would like to have  why should we hire you for this job?,0.3612,0.122,0.878,0.0,p45
So I think that one thing um I do retain in addition to well like  like I said I've had what used to be a problem in terms of being able to focus on a task but it does come with the added benefit of being able to juggle lots of tasks at the same time.,0.7351,0.146,0.824,0.03,p45
I know lots of people who do focus on one task  it often becomes one task  one project going on for you know a couple months uh becomes the forefront of their thought  their imagination  becomes what they can handle.,0.0,0.0,1.0,0.0,p45
However  having been accustomed to juggling lots of stuff in the past  I think one great skill I can bring to the table is umm provide a very  very agile agile member to the team who can juggle lots of different projects and bring insight to all of them without  with my newfound organizational abilities  getting too uhh too caught up in the mix.,0.7269,0.09,0.91,0.0,p45
Excellent  well thank you again for coming.,0.8074,0.675,0.325,0.0,p45
Thank you very much for uhh talking to me.,0.3612,0.238,0.762,0.0,p45
Good  How are you doing?,0.4404,0.42,0.58,0.0,p47
I'm well  Thanks for coming.,0.6124,0.625,0.375,0.0,p47
So please tell me about yourself?,0.3804,0.341,0.659,0.0,p47
Uhh  So my name is Skylar Shieto  I'm a junior currently here at MIT.,0.0,0.0,1.0,0.0,p47
I'm studying course 18 mathematics  uhmm  currently enjoying it alot  uhmm  classes I'm currently taking not so much.,0.5267,0.167,0.833,0.0,p47
Mhmm Uhmm  I don't know  Is there anything in particular you want to know?,0.0772,0.091,0.909,0.0,p47
That's good.,0.4404,0.744,0.256,0.0,p47
Ok.,0.0,0.0,1.0,0.0,p47
Thanks.,0.4404,1.0,0.0,0.0,p47
So  I'm gonna ask you some questions I'd like to ask.,0.3612,0.2,0.8,0.0,p47
Ok.,0.0,0.0,1.0,0.0,p47
So  tell me about a time when you demonstrated leadership.,0.0,0.0,1.0,0.0,p47
Uhmm  ok  so I was over at Ip I did book reports.,0.296,0.167,0.833,0.0,p47
Mhmm Uhmm  I kind of assumed like a project mangerish role  particularly because I wasn't really familiar with Python too much  which is the coding language that they used to test.,0.3612,0.077,0.923,0.0,p47
Mhmm Uhmm  so I assumed more of a director kind of doing the math for it and kind of instructing people to do the mathematical thinking for that kind of thing.,0.0,0.0,1.0,0.0,p47
uh-huh  excellent.,0.5719,0.787,0.213,0.0,p47
So tell me about a time that you were working in a team and were faced with a challenge.,0.0772,0.067,0.933,0.0,p47
How did you go about solving the problem?,-0.0772,0.216,0.541,0.243,p47
Uhmm  Let me see  I usually take this particular example.,0.0,0.0,1.0,0.0,p47
One of the tough things is you having to explain things that are sort of  something that is very familiar to you to someone who doesn't have familiarity with that and  especially in a really short time.,-0.128,0.0,0.96,0.04,p47
Uhh  can be extremely difficult.,-0.4201,0.0,0.589,0.411,p47
Uhmm  It's how to deal with that.,0.0,0.0,1.0,0.0,p47
Uhh  sort of just by giving a crash course  uhm  kind of asking other friends to also help  so it's uhmm  kind of give some information and ask for feedback  that sort of thing.,0.6705,0.2,0.733,0.066,p47
Excellent.,0.5719,1.0,0.0,0.0,p47
uhm  so uhh  tell me about one of your weaknesses  and what you're doing to overcome it.,-0.3612,0.0,0.865,0.135,p47
ok  uhh  let's see  one of my weaknesses uhhm  technical writing  uhmm  and what I'm doing to overcome that.,-0.0772,0.101,0.783,0.115,p47
Actually not very much  I'm taking a math writing class.,0.0,0.0,1.0,0.0,p47
Ah  interesting.,0.4019,0.73,0.27,0.0,p47
Uh  so that's been really helpful.,0.4754,0.382,0.618,0.0,p47
It's in a subject that I really enjoy   and I actually have a paper due this Friday so hopefully I show so improvement and that would help.,0.9267,0.371,0.629,0.0,p47
Mhmm  so now thinking of a job that you'd like to have  you got one in mind?,0.3612,0.135,0.865,0.0,p47
Uhmm  not particularly.,0.0,0.0,1.0,0.0,p47
Sorry.,-0.0772,0.0,0.0,1.0,p47
No?,0.0,0.0,1.0,0.0,p47
Well just think of something.,0.2732,0.344,0.656,0.0,p47
Why do you think we should hire you?,0.0,0.0,1.0,0.0,p47
Uhmm  soo  I would like a job which is sort of very open  uhmm  sort of open in a sense that it's open to new ideas  open to uhmm  the ability to uh  work on different stuff.,0.5859,0.121,0.879,0.0,p47
Sort of like whatever you want.,0.4215,0.487,0.513,0.0,p47
Uhm  Also  in like a sense that you can go in and wear whatever you want you don't have to wear a suit and tie everyday  uhm  yeah.,0.6124,0.194,0.806,0.0,p47
(Sirens in background) So are you thinking of being a mathematician.,0.0,0.0,1.0,0.0,p47
(laughs) uh  wouldn't be too bad.,0.7227,0.602,0.398,0.0,p47
(laughs) Fair enough  well cool.,0.836,0.908,0.092,0.0,p47
I think this is also the sort of place where I can do things that are in my interest  uhmm  like statistics or computer science.Those sort of things.,0.6705,0.175,0.825,0.0,p47
Ah  excellent.,0.5719,0.787,0.213,0.0,p47
Well thanks for coming in today.,0.6124,0.556,0.444,0.0,p47
How are you I'm doing well Excellent.,0.7003,0.537,0.463,0.0,p48
So  uh  please tell me about yourself.,0.3774,0.301,0.699,0.0,p48
Uh  I'm a student  I study computer science.,0.0,0.0,1.0,0.0,p48
Uh  I'm in my last year so when I graduate in May I'm going to be working on computer science stuff Mhm.,0.0,0.0,1.0,0.0,p48
Now I'm going to ask you a series of questions  um  starting out with tell me a time where you demonstrate leadership I demonstrate leadership on the track team  I was senior pole vaulter on the team so uh right now were doing uh the conditioning and stuff like that and all through the preseason a lot freshmen come and its important to get them up to speed so the uh  seniors on the team myself included uh   lead them though the workouts and stuff like that and its important to be able to...to stand up and let them know how the tradition is and stuff like that.,0.8442,0.097,0.903,0.0,p48
Tell me a time where you were working on a team and you were faced with a challenge.,0.0772,0.071,0.929,0.0,p48
How did you end up solving the problem Hm... in my living group we uh we had a problem that the rent was getting too expensive because we didn’t have quite enough people living there but we still had a set amount of rent we had to pay as a group.,-0.3818,0.031,0.87,0.098,p48
So the prices were going up to the point that people had to get kicked out.,0.0,0.0,1.0,0.0,p48
So that was pretty rough  but this happened like a year ago.,0.6686,0.354,0.646,0.0,p48
So like one of my close friends was like I cant afford these prices  like there's just no way.,0.8268,0.402,0.517,0.081,p48
And like then it dominoes  which was a huge problem.,0.2732,0.331,0.483,0.186,p48
Hm And a lot of people suggested a lot of different...a lot of different solutions.,0.1779,0.108,0.892,0.0,p48
Most of them were like motivated from anger.,0.2023,0.387,0.352,0.261,p48
Hm So uh  some people were like everybody who moves out should have to pay and other people were like oh no if I'm if not living there I shouldn’t have to do anything so  so it was like pretty contentious.,0.7322,0.216,0.67,0.114,p48
mm But  but we worked it out to a... it was like a variation of a plan that I suggested which was that we would uh  we would change the rent based on room size and how many people were living in the room.,0.5023,0.07,0.93,0.0,p48
So we'd allow people to have more space themselves and pay more  but people who would have otherwise been forced out could uh  could have other people crammed into a room and saved a lot of money.,0.023,0.122,0.759,0.12,p48
So  so we kept some of the people we kicked out.,0.0,0.0,1.0,0.0,p48
Oh good.,0.4404,0.744,0.256,0.0,p48
Yeah but it was pretty rough to get that motion passed.,0.7096,0.396,0.604,0.0,p48
Mhm  so uh  can you tell me one of your weaknesses and what you are doing to improve upon it.,0.1027,0.124,0.769,0.107,p48
Uh  I'm the opposite of type A so I can be pretty disorganized.,0.25,0.195,0.671,0.134,p48
My lab notebooks like a lot of the time I make a lot of scribbles in at and when I write code the documentation like tends to be on the shaky side.,0.4767,0.139,0.808,0.053,p48
Um  so  so  it makes it kinda hard for other people to follow when doing ?,-0.0276,0.0,0.931,0.069,p48
I never really thought it was a problem though until the most recent project that I've been on that I had to leave  uh  the project for a short amount of time and my partner like picked up where I left off and had no idea what was going on and I was like this is actually a problem the teachers like don't just tell you to document just to aggravate you.,-0.5859,0.089,0.764,0.147,p48
So  I worked uh  so like since then like I've been working on like documenting what I do just like more diligently but also to check back up on it.,0.6565,0.221,0.779,0.0,p48
So that like there’s some kind of like review before like I show other people or before I let it out to a point that other people might rely on it.,0.7569,0.211,0.789,0.0,p48
So just to like read my documentation that and which I've never done before until this most recent project had that problem Well that's always a good practice.,0.6204,0.225,0.696,0.078,p48
Yeah So now  thinking about a job that you’d like to have  do you have one in mind?,0.5719,0.227,0.773,0.0,p48
Sure  yeah So now  why should we hire you?,0.5423,0.391,0.609,0.0,p48
Mostly because uh  results.,0.0,0.0,1.0,0.0,p48
I'm  I just like get things done.,0.3612,0.294,0.706,0.0,p48
